method,label,primitive_regime,include_sqrt,seed,n,noise,k_folds,R2_oof,MSE_oof,elapsed_sec,prediction_pass,terminal_span_pass,terminal_selected_span_corr,terminal_subexpr_span_corr,radical_in_discovery,radical_single_corr,radical_subexpr_span_corr,radical_product_pass,vieta_gate_pass,strict_A0_not_eligible,best_expression_or_abstraction,error
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.001,,0.999456906108712,0.0003403133092686196,29.67212224006653,True,True,0.9999916653921749,0.9999999482071621,True,1.0,0.9999999999618698,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.01,,0.9996824840918518,0.00019897209570177182,22.700696229934692,True,True,0.999999829779533,0.999999829779588,True,0.9896970482565521,0.9999990594540613,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.01,,0.9993580577371672,0.0004022746390890698,29.51474380493164,True,True,0.9999976040110423,0.9999994880609,True,1.0,0.9999999999933264,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.05,,0.9941106945752803,0.003701467752087559,22.445181131362915,True,True,0.9999998333664118,0.9999998333664454,True,0.9896970482565521,0.999999090816691,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.05,,0.99501382033943,0.003133847183786252,28.005100965499878,True,True,0.999999999978031,0.9999999999486573,True,1.0,0.9999999998207382,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.1,,0.9812514352440336,0.011900616290690053,22.894604921340942,True,True,0.9999973736743155,0.9999973736743992,True,0.9896970482565521,0.9999589134673309,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.1,,0.9731659507321287,0.017032862409416327,30.788562774658203,True,True,0.999999917073674,0.999999989288539,True,1.0,0.9999999999539229,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.2,,0.9275157380646657,0.04786205379003462,24.45137882232666,False,True,0.9999999080916148,0.9999999094318592,True,0.9896970482565521,0.9999986706154272,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.2,,0.898205179889284,0.06721609664774622,30.4596688747406,False,True,0.9999865491325639,0.9999999995089964,True,1.0,0.9999999999941616,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.0,,0.9999413198883361,2.720631413855682e-05,23.219722032546997,True,True,0.9999988774455137,0.9999988774455209,True,0.989029845507495,0.9999983860536834,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.0,,0.9997389867421396,0.00012101559602269048,40.97122883796692,True,True,0.9999972384927256,0.9999979184710663,True,0.9951746267018877,0.999998077568146,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.001,,0.9999136508054658,4.0046337144033146e-05,23.01494789123535,True,True,0.9999709512577373,0.9999709512577374,True,0.989029845507495,0.9998863518536286,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.001,,0.9998020705692818,9.179412449673045e-05,40.656394958496094,True,True,0.9999986328566248,0.9999986498607998,True,0.9951746267018877,0.9999980577896033,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.01,,0.9997261746775454,0.00012734637788217458,23.777193069458008,True,True,0.9999709512577369,0.9999709512577375,True,0.989029845507495,0.9998863518536286,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.01,,0.9996332687660976,0.0001705535991891065,40.874191761016846,True,True,0.999991957458962,0.9999993532120014,True,0.9951746267018877,0.9999991557036817,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.05,,0.9948276503739711,0.002444654488218206,23.67083215713501,True,True,0.9999961262507687,0.9999962118746718,True,0.989029845507495,0.9999890156349225,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.05,,0.9944746563547315,0.0026114932512255754,40.51476311683655,True,True,0.9999894238004298,0.999999947157836,True,1.0,0.9999999999984143,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.1,,0.9797445750303978,0.009850453203268585,24.14357018470764,True,True,0.9999994650602828,0.9999994802699844,True,0.989029845507495,0.9999802144457143,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.1,,0.9766707874789563,0.011345272516005925,38.08175301551819,True,True,0.999999999999833,0.9999999999977145,True,1.0,0.9999999999970528,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.2,,0.9271223780815793,0.038455465753716146,24.034701108932495,False,True,0.999971733955215,0.9999723079148974,True,0.989029845507495,0.9999122262469389,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.2,,0.9261510689065393,0.03896799821201772,32.79387712478638,False,True,0.9999999999999843,0.9999999999985083,True,1.0,0.9999999999987721,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.0,,0.9998780221618183,5.932548438627022e-05,23.529284238815308,True,True,0.9999987969625982,0.9999987980285308,True,0.9879925459313873,0.9999981973368688,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.0,,0.9997842883380925,0.00010491413047804424,36.436529874801636,True,True,0.9998746124272604,0.9999995802242699,True,1.0,0.9999999999999483,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.001,,0.9998754363996648,6.0580957804809606e-05,25.234355211257935,True,True,0.9999987969625982,0.9999987980285308,True,0.9879925459313873,0.9999981973368688,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.001,,0.9997850947454949,0.00010451822298144496,38.08975839614868,True,True,0.9998828632853072,0.9999995786896271,True,1.0,0.9999999999998539,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.01,,0.9997386619204863,0.00012708217278974303,25.275887966156006,True,True,0.9999917792399805,0.9999917982855945,True,0.9879925459313873,0.9999981959069769,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.01,,0.9995369409937321,0.00022517401503792034,38.289814949035645,True,True,0.9997835600417627,0.9999995500026315,True,1.0,0.9999999999995176,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.05,,0.9950444711195373,0.0024173025987408083,24.384984731674194,True,True,0.9999994305151053,0.9999994487337412,True,0.9879925459313873,0.9999982731477399,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.05,,0.9948067812701815,0.0025332474967328694,38.796785831451416,True,True,0.9999766596828927,0.9999996088751528,True,0.994756436947881,0.9999993475372932,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.1,,0.9806517765717997,0.009556550169628284,25.47642421722412,True,True,0.999999660635575,0.99999985513227,True,0.9879925459313873,0.999999139657268,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.1,,0.9805239228494556,0.009619700180092505,34.309903144836426,True,True,0.9999674553809451,0.9999978397303715,True,1.0,0.999999999998531,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.2,,0.8524962025956131,0.07673722548688913,26.390939950942993,False,True,0.9999965404772917,0.9999965404772941,True,0.9879925459313873,0.9999885153767991,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.2,,0.8447413464797673,0.08077160394257449,39.00816488265991,False,True,0.9999036470353034,0.9999964635418757,True,1.0,0.9999999999999156,False,False,False,x1*sqrt_pos(2 + x0),
